event_id,timestamp_iso_utc,timestamp_ms,day,detector,pair_id,auto_label,confidence,reason,delta_ms,amount_gap_pct,price_diff_bps,trades_apart,window_seconds,imbalance_ratio,notional_usd,price_move_bps,is_partial_window,price_range_bps
1769222518864_layering_cluster_314043,2026-01-24T02:41:58.864000+00:00,1769222518864,Jan-1-31,layering_cluster,314043,TP,0.7,Suspicious: dense cluster of 18 trades,,,,,53.738,,,,,0.011151
1769222655115_layering_cluster_314292,2026-01-24T02:44:15.115000+00:00,1769222655115,Jan-1-31,layering_cluster,314292,TP,0.8,Suspicious: 128 trades at sub-tick level (layering),,,,,59.474,,,,,0.011151
1769226485026_layering_cluster_324306,2026-01-24T03:48:05.026000+00:00,1769226485026,Jan-1-31,layering_cluster,324306,TP,0.8,Suspicious: 85 trades at sub-tick level (layering),,,,,59.598,,,,,0.011132
1769230864427_layering_cluster_386,2026-01-24T05:01:04.427000+00:00,1769230864427,Jan-1-31,layering_cluster,386,TP,0.8,Suspicious: 257 trades at sub-tick level (layering),,,,,59.923,,,,,0.011132
1769234478828_layering_cluster_6724,2026-01-24T06:01:18.828000+00:00,1769234478828,Jan-1-31,layering_cluster,6724,TP,0.8,Suspicious: 127 trades at sub-tick level (layering),,,,,59.878,,,,,0.011138
1769237188727_layering_cluster_11556,2026-01-24T06:46:28.727000+00:00,1769237188727,Jan-1-31,layering_cluster,11556,TP,0.8,Suspicious: 140 trades at sub-tick level (layering),,,,,59.698,,,,,0.011154
1769237337647_layering_cluster_11950,2026-01-24T06:48:57.647000+00:00,1769237337647,Jan-1-31,layering_cluster,11950,TP,0.8,Suspicious: 138 trades at sub-tick level (layering),,,,,59.72,,,,,0.011154
1769237416127_layering_cluster_12007,2026-01-24T06:50:16.127000+00:00,1769237416127,Jan-1-31,layering_cluster,12007,TP,0.8,Suspicious: 36 trades at sub-tick level (layering),,,,,58.134,,,,,0.011154
1769237506304_layering_cluster_12097,2026-01-24T06:51:46.304000+00:00,1769237506304,Jan-1-31,layering_cluster,12097,TP,0.8,Suspicious: 69 trades at sub-tick level (layering),,,,,58.878,,,,,0.011154
1769237629496_layering_cluster_12256,2026-01-24T06:53:49.496000+00:00,1769237629496,Jan-1-31,layering_cluster,12256,TP,0.8,Suspicious: 38 trades at sub-tick level (layering),,,,,58.663,,,,,0.011154
1769243159974_layering_cluster_27891,2026-01-24T08:25:59.974000+00:00,1769243159974,Jan-1-31,layering_cluster,27891,TP,0.8,Suspicious: 94 trades at sub-tick level (layering),,,,,59.965,,,,,0.011159
1769246473827_layering_cluster_33274,2026-01-24T09:21:13.827000+00:00,1769246473827,Jan-1-31,layering_cluster,33274,TP,0.8,Suspicious: 83 trades at sub-tick level (layering),,,,,58.899,,,,,0.011158
1769247243827_layering_cluster_34008,2026-01-24T09:34:03.827000+00:00,1769247243827,Jan-1-31,layering_cluster,34008,TP,0.8,Suspicious: 36 trades at sub-tick level (layering),,,,,59.599,,,,,0.011159
1769247584144_layering_cluster_34369,2026-01-24T09:39:44.144000+00:00,1769247584144,Jan-1-31,layering_cluster,34369,TP,0.8,Suspicious: 141 trades at sub-tick level (layering),,,,,59.218,,,,,0.011159
1769250709927_layering_cluster_39537,2026-01-24T10:31:49.927000+00:00,1769250709927,Jan-1-31,layering_cluster,39537,TP,0.8,Suspicious: 52 trades at sub-tick level (layering),,,,,59.5,,,,,0.011159
1769255955414_layering_cluster_46725,2026-01-24T11:59:15.414000+00:00,1769255955414,Jan-1-31,layering_cluster,46725,TP,0.8,Suspicious: 122 trades at sub-tick level (layering),,,,,58.664,,,,,0.011161
1769258661307_layering_cluster_51864,2026-01-24T12:44:21.307000+00:00,1769258661307,Jan-1-31,layering_cluster,51864,TP,0.8,Suspicious: 68 trades at sub-tick level (layering),,,,,59.927,,,,,0.011168
1769260033727_layering_cluster_53856,2026-01-24T13:07:13.727000+00:00,1769260033727,Jan-1-31,layering_cluster,53856,TP,0.8,Suspicious: 69 trades at sub-tick level (layering),,,,,48.614,,,,,0.011167
1769284837863_layering_cluster_88996,2026-01-24T20:00:37.863000+00:00,1769284837863,Jan-1-31,layering_cluster,88996,TP,0.8,Suspicious: 299 trades at sub-tick level (layering),,,,,56.388,,,,,0.011194
1769287563044_layering_cluster_90941,2026-01-24T20:46:03.044000+00:00,1769287563044,Jan-1-31,layering_cluster,90941,TP,0.7,Suspicious: dense cluster of 16 trades,,,,,55.45,,,,,0.011187
1769287963882_layering_cluster_91186,2026-01-24T20:52:43.882000+00:00,1769287963882,Jan-1-31,layering_cluster,91186,TP,0.8,Suspicious: 55 trades at sub-tick level (layering),,,,,34.855,,,,,0.011187
1769289780912_layering_cluster_93092,2026-01-24T21:23:00.912000+00:00,1769289780912,Jan-1-31,layering_cluster,93092,TP,0.7,Suspicious: dense cluster of 15 trades,,,,,59.132,,,,,0.011197
1769292562021_layering_cluster_96107,2026-01-24T22:09:22.021000+00:00,1769292562021,Jan-1-31,layering_cluster,96107,TP,0.7,Borderline but tight range (0.0112bps) = likely layering,,,,,56.842,,,,,0.011185
1769297005158_layering_cluster_101608,2026-01-24T23:23:25.158000+00:00,1769297005158,Jan-1-31,layering_cluster,101608,TP,0.8,Suspicious: 70 trades at sub-tick level (layering),,,,,59.987,,,,,0.011188
1769297090774_layering_cluster_101752,2026-01-24T23:24:50.774000+00:00,1769297090774,Jan-1-31,layering_cluster,101752,TP,0.8,Suspicious: 108 trades at sub-tick level (layering),,,,,59.436,,,,,0.011188
1769300048440_layering_cluster_106220,2026-01-25T00:14:08.440000+00:00,1769300048440,Jan-1-31,layering_cluster,106220,TP,0.8,Suspicious: 53 trades at sub-tick level (layering),,,,,59.854,,,,,0.011202
1769302765070_layering_cluster_110086,2026-01-25T00:59:25.070000+00:00,1769302765070,Jan-1-31,layering_cluster,110086,TP,0.8,Suspicious: 142 trades at sub-tick level (layering),,,,,59.999,,,,,0.011197
1769308794750_layering_cluster_117782,2026-01-25T02:39:54.750000+00:00,1769308794750,Jan-1-31,layering_cluster,117782,TP,0.7,Borderline but tight range (0.0112bps) = likely layering,,,,,52.899,,,,,0.011213
1769311697236_layering_cluster_121763,2026-01-25T03:28:17.236000+00:00,1769311697236,Jan-1-31,layering_cluster,121763,TP,0.8,Suspicious: 116 trades at sub-tick level (layering),,,,,54.61,,,,,0.011229
1769835128035_layering_cluster_402987,2026-01-31T04:52:08.035000+00:00,1769835128035,Jan-1-31,layering_cluster,402987,TP,0.8,Suspicious: 132 trades at sub-tick level (layering),,,,,52.376,,,,,0.011906
