timestamp_iso_utc,timestamp_ms,day,detector,auto_label,confidence,reason,delta_ms,amount_gap_pct,price_diff_bps,trades_apart
2026-02-04T06:02:24.114000+00:00,1770184944114,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (20ms) + similar amount = wash,20,,0.10478,2
2026-02-04T06:02:42.517000+00:00,1770184962517,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (54ms) + similar amount = wash,54,0.0518,0.248916,5
2026-02-04T06:03:39.755000+00:00,1770185019755,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1274ms) = wash (user-learned),1274,0.7616,0.248835,5
2026-02-04T06:03:39.755000+00:00,1770185019755,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1224ms) = wash (user-learned),1224,0.7629,0.117868,3
2026-02-04T06:03:39.981000+00:00,1770185019981,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (226ms) = wash (user-learned),226,0.7643,0.013096,1
2026-02-04T06:05:36.416000+00:00,1770185136416,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (453ms) = wash (user-learned),453,,0.013082,3
2026-02-04T06:05:36.981000+00:00,1770185136981,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (164ms) = wash (user-learned),164,0.0221,0.013081,2
2026-02-04T06:06:30.800000+00:00,1770185190800,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (127ms) = wash (user-learned),127,0.747,0.013078,1
2026-02-04T06:10:25.038000+00:00,1770185425038,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (58ms) + similar amount = wash,58,0.8617,0.013062,3
2026-02-04T06:13:10.588000+00:00,1770185590588,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2860ms) = wash (user-learned),2860,0.1094,0.013059,1
2026-02-04T06:14:29.215000+00:00,1770185669215,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (137ms) = wash (user-learned),137,0.02,0.078355,3
2026-02-04T06:14:38.997000+00:00,1770185678997,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2190ms) = wash (user-learned),2190,0.1006,0.013061,1
2026-02-04T06:15:04.748000+00:00,1770185704748,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2040ms) = wash (user-learned),2040,0.0858,0.888037,4
2026-02-04T06:15:04.748000+00:00,1770185704748,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2035ms) = wash (user-learned),2035,0.0833,0.639901,3
2026-02-04T06:15:04.748000+00:00,1770185704748,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2031ms) = wash (user-learned),2031,0.0784,0.143648,2
2026-02-04T06:15:04.750000+00:00,1770185704750,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2042ms) = wash (user-learned),2042,0.0074,0.496266,5
2026-02-04T06:15:04.750000+00:00,1770185704750,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2037ms) = wash (user-learned),2037,0.0049,0.24813,4
2026-02-04T06:15:04.750000+00:00,1770185704750,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2033ms) = wash (user-learned),2033,,0.248124,3
2026-02-04T06:15:24.117000+00:00,1770185724117,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1699ms) = wash (user-learned),1699,0.0799,0.156767,4
2026-02-04T06:16:06.539000+00:00,1770185766539,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2925ms) = wash (user-learned),2925,0.1003,0.013066,3
2026-02-04T06:18:19.517000+00:00,1770185899517,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1249ms) = wash (user-learned),1249,0.9098,0.013073,1
2026-02-04T06:18:56.961000+00:00,1770185936961,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (862ms) = wash (user-learned),862,0.0825,0.02615,1
2026-02-04T06:18:56.961000+00:00,1770185936961,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (862ms) = wash (user-learned),862,0.0825,0.02615,2
2026-02-04T06:20:07.667000+00:00,1770186007667,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (30ms) + similar amount = wash,30,0.7959,0.771104,5
2026-02-04T06:20:07.667000+00:00,1770186007667,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (30ms) + similar amount = wash,30,0.7959,0.718824,4
2026-02-04T06:21:07.564000+00:00,1770186067564,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (1ms) + similar amount = wash,1,0.6188,0.013073,2
2026-02-04T06:21:59.630000+00:00,1770186119630,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2787ms) = wash (user-learned),2787,0.979,0.274696,5
2026-02-04T06:22:59.087000+00:00,1770186179087,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (179ms) = wash (user-learned),179,0.7467,0.013077,1
2026-02-04T06:23:43.118000+00:00,1770186223118,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (61ms) + similar amount = wash,61,,0.15697,5
2026-02-04T06:26:07.882000+00:00,1770186367882,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (3ms) + similar amount = wash,3,0.9348,0.026153,3
2026-02-04T06:28:19.946000+00:00,1770186499946,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (13ms) + similar amount = wash,13,,0.013062,3
2026-02-04T06:29:01.048000+00:00,1770186541048,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (415ms) = wash (user-learned),415,,0.013069,1
2026-02-04T06:31:02.007000+00:00,1770186662007,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1392ms) = wash (user-learned),1392,,0.823506,5
2026-02-04T06:31:21.702000+00:00,1770186681702,btcusdt_20260204,mirror_reversal,TP,0.95,Ultra-fast (24ms) + similar amount = wash,24,0.0025,0.248434,4
2026-02-04T06:32:11.075000+00:00,1770186731075,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1447ms) = wash (user-learned),1447,,0.261445,2
2026-02-04T06:32:11.082000+00:00,1770186731082,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1729ms) = wash (user-learned),1729,,0.888874,5
2026-02-04T06:32:49.598000+00:00,1770186769598,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (165ms) = wash (user-learned),165,,0.013073,1
2026-02-04T06:33:03.495000+00:00,1770186783495,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2411ms) = wash (user-learned),2411,,0.509785,4
2026-02-04T06:33:19.877000+00:00,1770186799877,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (1039ms) = wash (user-learned),1039,0.0038,0.104524,4
2026-02-04T06:33:20.964000+00:00,1770186800964,btcusdt_20260204,mirror_reversal,TP,0.85,Under 2.9s (2126ms) = wash (user-learned),2126,0.0024,0.078393,4
