alert_id,detector,verdict,source,delta_ms,amount_gap_pct,price_diff_bps,trades_apart,window_sec,notional_usd,balance_ratio,created_at
mirror_reversal_1765191533113_auto,mirror_reversal,FP,auto:obvious,4443.0,0.001084,0.010854,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765246192080_auto,mirror_reversal,FP,auto:obvious,4452.0,0.000949,0.554637,4.0,,,,"2026-02-17 23:00:14"
mirror_reversal_1765185838026_auto,mirror_reversal,FP,auto:obvious,4458.0,0.0,0.0,4.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765187039715_auto,mirror_reversal,FP,auto:obvious,4462.0,0.00093,0.010867,5.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765218281381_auto,mirror_reversal,FP,auto:obvious,4487.0,0.008941,0.01105,4.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765221684784_auto,mirror_reversal,FP,auto:obvious,4489.0,0.00018,0.221953,5.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765246744648_auto,mirror_reversal,FP,auto:obvious,4497.0,9.0e-05,0.354597,4.0,,,,"2026-02-17 23:00:14"
mirror_reversal_1765247071059_auto,mirror_reversal,FP,auto:obvious,4499.0,0.00476,0.022172,2.0,,,,"2026-02-17 23:00:14"
mirror_reversal_1765199115994_auto,mirror_reversal,FP,auto:obvious,4505.0,3.0e-05,0.010903,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765240622013_auto,mirror_reversal,FP,auto:obvious,4505.0,0.005405,0.563119,3.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765240622013_auto,mirror_reversal,FP,auto:obvious,4505.0,0.006301,0.496872,2.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765183613629_auto,mirror_reversal,FP,auto:obvious,4514.0,0.001069,0.010895,2.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765193550604_auto,mirror_reversal,FP,auto:obvious,4515.0,0.000951,0.696392,5.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765187674666_auto,mirror_reversal,FP,auto:obvious,4527.0,0.000938,0.010881,3.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765255978483_auto,mirror_reversal,FP,auto:obvious,4542.0,0.006088,0.011119,3.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765250249353_auto,mirror_reversal,FP,auto:obvious,4547.0,0.001103,0.011107,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765170607051_auto,mirror_reversal,FP,auto:obvious,4552.0,0.008695,0.01098,5.0,,,,"2026-02-17 23:00:03"
mirror_reversal_1765233491149_auto,mirror_reversal,FP,auto:obvious,4557.0,0.0,0.011007,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765249324317_auto,mirror_reversal,FP,auto:obvious,4565.0,0.000901,0.011097,2.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765253392126_auto,mirror_reversal,FP,auto:obvious,4565.0,0.000503,0.011053,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765223027887_auto,mirror_reversal,FP,auto:obvious,4566.0,0.006725,0.011101,1.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765251458757_auto,mirror_reversal,FP,auto:obvious,4567.0,0.001043,0.011084,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765174249934_auto,mirror_reversal,FP,auto:obvious,4571.0,8.9e-05,0.043765,5.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765174249934_auto,mirror_reversal,FP,auto:obvious,4571.0,0.000134,0.021883,4.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765174249934_auto,mirror_reversal,FP,auto:obvious,4571.0,2.2e-05,0.0,2.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765251458761_auto,mirror_reversal,FP,auto:obvious,4571.0,0.001043,0.011084,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765223919843_auto,mirror_reversal,FP,auto:obvious,4576.0,0.001001,0.0111,2.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765202520991_auto,mirror_reversal,FP,auto:obvious,4577.0,0.002158,0.404761,4.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765212030855_auto,mirror_reversal,FP,auto:obvious,4593.0,0.000951,0.011066,3.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765170988855_auto,mirror_reversal,FP,auto:obvious,4599.0,9.1e-05,0.0,5.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765191537713_auto,mirror_reversal,FP,auto:obvious,4600.0,0.001084,0.010854,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765251454148_auto,mirror_reversal,FP,auto:obvious,4603.0,0.001043,0.011084,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765251458757_auto,mirror_reversal,FP,auto:obvious,4609.0,0.001043,0.011084,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765175292416_auto,mirror_reversal,FP,auto:obvious,4611.0,0.001045,0.240677,3.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765251458761_auto,mirror_reversal,FP,auto:obvious,4613.0,0.001043,0.011084,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765251454148_auto,mirror_reversal,FP,auto:obvious,4618.0,0.001043,0.011084,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765215940221_auto,mirror_reversal,FP,auto:obvious,4635.0,0.001089,0.011135,3.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765251454190_auto,mirror_reversal,FP,auto:obvious,4645.0,0.001043,0.011084,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765202608009_auto,mirror_reversal,FP,auto:obvious,4647.0,0.001022,0.0,5.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765193703343_auto,mirror_reversal,FP,auto:obvious,4650.0,0.000985,0.01088,3.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765251454190_auto,mirror_reversal,FP,auto:obvious,4660.0,0.001043,0.011084,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765191381054_auto,mirror_reversal,FP,auto:obvious,4668.0,0.00095,0.010853,2.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765233440274_auto,mirror_reversal,FP,auto:obvious,4672.0,0.0,0.033046,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765190407069_auto,mirror_reversal,FP,auto:obvious,4691.0,0.00207,0.010851,2.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765232183988_auto,mirror_reversal,FP,auto:obvious,4691.0,0.0,0.010985,1.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765249345085_auto,mirror_reversal,FP,auto:obvious,4692.0,0.000901,0.011096,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765252678877_auto,mirror_reversal,FP,auto:obvious,4692.0,0.001179,0.011059,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765189183231_auto,mirror_reversal,FP,auto:obvious,4721.0,0.000969,0.521494,3.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765196725042_auto,mirror_reversal,FP,auto:obvious,4736.0,0.000984,0.010886,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765221541196_auto,mirror_reversal,FP,auto:obvious,4747.0,0.0,0.011102,5.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765254509929_auto,mirror_reversal,FP,auto:obvious,4752.0,0.00113,0.011064,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765253332694_auto,mirror_reversal,FP,auto:obvious,4753.0,0.000503,0.011053,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765236812686_auto,mirror_reversal,FP,auto:obvious,4760.0,9.1e-05,0.187396,3.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765221912734_auto,mirror_reversal,FP,auto:obvious,4762.0,0.009685,0.011107,4.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765176806586_auto,mirror_reversal,FP,auto:obvious,4769.0,0.001045,0.010918,3.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765202445517_auto,mirror_reversal,FP,auto:obvious,4789.0,0.005486,0.010937,3.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765192829320_auto,mirror_reversal,FP,auto:obvious,4792.0,0.001011,0.010854,1.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765187670139_auto,mirror_reversal,FP,auto:obvious,4794.0,0.000938,0.010881,5.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765214227647_auto,mirror_reversal,FP,auto:obvious,4804.0,0.009828,0.210723,3.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765173458266_auto,mirror_reversal,FP,auto:obvious,4811.0,0.0,0.711778,4.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765236812750_auto,mirror_reversal,FP,auto:obvious,4824.0,9.1e-05,0.407857,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765197129128_auto,mirror_reversal,FP,auto:obvious,4830.0,0.00453,0.01088,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765193690071_auto,mirror_reversal,FP,auto:obvious,4834.0,0.000985,0.010879,2.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765236812769_auto,mirror_reversal,FP,auto:obvious,4843.0,9.1e-05,0.562176,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765181515740_auto,mirror_reversal,FP,auto:obvious,4847.0,0.001008,0.010921,3.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765214227647_auto,mirror_reversal,FP,auto:obvious,4850.0,0.009828,0.299449,4.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765183254662_auto,mirror_reversal,FP,auto:obvious,4865.0,0.001019,0.010902,2.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765183235403_auto,mirror_reversal,FP,auto:obvious,4868.0,0.001019,0.010902,5.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765254574368_auto,mirror_reversal,FP,auto:obvious,4880.0,0.000962,0.011061,4.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765196120763_auto,mirror_reversal,FP,auto:obvious,4896.0,0.000927,0.010892,3.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765254401312_auto,mirror_reversal,FP,auto:obvious,4896.0,0.001291,0.011064,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765253470080_auto,mirror_reversal,FP,auto:obvious,4897.0,0.000503,0.011052,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765249293039_auto,mirror_reversal,FP,auto:obvious,4910.0,0.000601,0.011097,2.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765174863799_auto,mirror_reversal,FP,auto:obvious,4918.0,0.008965,0.010944,5.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765196671937_auto,mirror_reversal,FP,auto:obvious,4919.0,0.007881,0.010888,5.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765236348069_auto,mirror_reversal,FP,auto:obvious,4956.0,0.006473,0.011031,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765200025081_auto,mirror_reversal,FP,auto:obvious,4973.0,4.5e-05,0.03272,3.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765200025081_auto,mirror_reversal,FP,auto:obvious,4973.0,6.7e-05,0.054534,4.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765200025081_auto,mirror_reversal,FP,auto:obvious,4973.0,4.5e-05,0.087254,5.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765182522348_auto,mirror_reversal,FP,auto:obvious,4991.0,0.001019,0.010907,3.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765254760656_auto,mirror_reversal,FP,auto:obvious,4997.0,0.008379,0.011079,5.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765250267602_auto,mirror_reversal,FP,auto:obvious,5029.0,0.001007,0.011107,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765198722406_auto,mirror_reversal,FP,auto:obvious,5035.0,0.001001,0.010898,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765208557514_auto,mirror_reversal,FP,auto:obvious,5041.0,0.0,0.947058,5.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765249366281_auto,mirror_reversal,FP,auto:obvious,5044.0,0.001202,0.011097,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765254434191_auto,mirror_reversal,FP,auto:obvious,5044.0,0.0,0.033187,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765255269190_auto,mirror_reversal,FP,auto:obvious,5051.0,0.0062,0.111178,3.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765172575917_auto,mirror_reversal,FP,auto:obvious,5057.0,0.000932,0.010946,1.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765194985664_auto,mirror_reversal,FP,auto:obvious,5064.0,8.9e-05,0.01087,5.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765230185628_auto,mirror_reversal,FP,auto:obvious,5065.0,0.0,0.010978,2.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765237174238_auto,mirror_reversal,FP,auto:obvious,5074.0,0.00099,0.308889,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765250267971_auto,mirror_reversal,FP,auto:obvious,5079.0,0.000919,0.011107,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765197001674_auto,mirror_reversal,FP,auto:obvious,5096.0,0.001003,0.010886,3.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765188518830_auto,mirror_reversal,FP,auto:obvious,5100.0,0.000969,0.010885,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765183259765_auto,mirror_reversal,FP,auto:obvious,5103.0,0.008247,0.010902,3.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765253628311_auto,mirror_reversal,FP,auto:obvious,5103.0,0.0,0.011052,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765188518830_auto,mirror_reversal,FP,auto:obvious,5104.0,0.000969,0.010885,5.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765191564287_auto,mirror_reversal,FP,auto:obvious,5105.0,0.001013,0.010854,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765221442672_auto,mirror_reversal,FP,auto:obvious,5114.0,3.0e-05,0.011115,2.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765188497825_auto,mirror_reversal,FP,auto:obvious,5125.0,0.001154,0.010884,1.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765188518863_auto,mirror_reversal,FP,auto:obvious,5133.0,0.000969,0.010885,5.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765196260544_auto,mirror_reversal,FP,auto:obvious,5134.0,6.7e-05,0.021779,5.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765196260544_auto,mirror_reversal,FP,auto:obvious,5134.0,2.2e-05,0.0,4.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765188497825_auto,mirror_reversal,FP,auto:obvious,5147.0,0.001154,0.010884,2.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765188497849_auto,mirror_reversal,FP,auto:obvious,5149.0,0.001154,0.010884,2.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765197107698_auto,mirror_reversal,FP,auto:obvious,5159.0,0.001021,0.48956,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765226116987_auto,mirror_reversal,FP,auto:obvious,5166.0,0.0,0.05529,5.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765226116987_auto,mirror_reversal,FP,auto:obvious,5166.0,0.0,0.033174,4.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765226116987_auto,mirror_reversal,FP,auto:obvious,5166.0,2.2e-05,0.011058,3.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765197107707_auto,mirror_reversal,FP,auto:obvious,5168.0,0.001021,0.48956,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765188497849_auto,mirror_reversal,FP,auto:obvious,5171.0,0.001154,0.010884,3.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765254572849_auto,mirror_reversal,FP,auto:obvious,5174.0,0.001154,0.011061,4.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765256210707_auto,mirror_reversal,FP,auto:obvious,5207.0,0.006017,0.011118,4.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765190995235_auto,mirror_reversal,FP,auto:obvious,5217.0,0.000988,0.010847,3.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765181938249_auto,mirror_reversal,FP,auto:obvious,5220.0,0.006381,0.381886,5.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765191958568_auto,mirror_reversal,FP,auto:obvious,5225.0,0.001012,0.010867,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765225970676_auto,mirror_reversal,FP,auto:obvious,5227.0,0.0,0.011053,4.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765212406813_auto,mirror_reversal,FP,auto:obvious,5235.0,0.001003,0.243781,5.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765185205090_auto,mirror_reversal,FP,auto:obvious,5247.0,0.0,0.010859,5.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765251588911_auto,mirror_reversal,FP,auto:obvious,5261.0,0.0,0.011067,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765197797417_auto,mirror_reversal,FP,auto:obvious,5262.0,0.001015,0.010897,2.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197797420_auto,mirror_reversal,FP,auto:obvious,5265.0,0.001015,0.010897,3.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197797422_auto,mirror_reversal,FP,auto:obvious,5267.0,0.001015,0.010897,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197797426_auto,mirror_reversal,FP,auto:obvious,5271.0,0.001015,0.010897,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765190967175_auto,mirror_reversal,FP,auto:obvious,5276.0,0.000979,0.010847,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765197797417_auto,mirror_reversal,FP,auto:obvious,5285.0,0.001015,0.010897,3.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197797420_auto,mirror_reversal,FP,auto:obvious,5288.0,0.001015,0.010897,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765254571243_auto,mirror_reversal,FP,auto:obvious,5288.0,0.000962,0.011061,4.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765197797422_auto,mirror_reversal,FP,auto:obvious,5290.0,0.001015,0.010897,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197088518_auto,mirror_reversal,FP,auto:obvious,5311.0,0.003838,0.010881,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765254567675_auto,mirror_reversal,FP,auto:obvious,5315.0,0.001154,0.011061,3.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765254569488_auto,mirror_reversal,FP,auto:obvious,5334.0,0.000962,0.011061,3.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765241026230_auto,mirror_reversal,FP,auto:obvious,5339.0,0.0,0.044205,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765200694791_auto,mirror_reversal,FP,auto:obvious,5340.0,9.2e-05,0.098193,5.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765188278617_auto,mirror_reversal,FP,auto:obvious,5360.0,0.001729,0.010887,5.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765254576605_auto,mirror_reversal,FP,auto:obvious,5362.0,0.000962,0.011061,5.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765171936665_auto,mirror_reversal,FP,auto:obvious,5363.0,0.001836,0.208039,5.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765193684287_auto,mirror_reversal,FP,auto:obvious,5365.0,0.001,0.010879,4.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765228694961_auto,mirror_reversal,FP,auto:obvious,5369.0,0.0,0.01101,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765175297801_auto,mirror_reversal,FP,auto:obvious,5385.0,0.001045,0.01094,4.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765197797417_auto,mirror_reversal,FP,auto:obvious,5391.0,0.001015,0.010897,4.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765197797420_auto,mirror_reversal,FP,auto:obvious,5394.0,0.001015,0.010897,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765253387561_auto,mirror_reversal,FP,auto:obvious,5416.0,0.000503,0.011053,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765195253770_auto,mirror_reversal,FP,auto:obvious,5420.0,2.2e-05,0.021753,5.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765197797417_auto,mirror_reversal,FP,auto:obvious,5432.0,0.001015,0.010897,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765251189092_auto,mirror_reversal,FP,auto:obvious,5441.0,0.00482,0.55429,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765221816371_auto,mirror_reversal,FP,auto:obvious,5446.0,0.0059,0.433158,2.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765221627375_auto,mirror_reversal,FP,auto:obvious,5448.0,0.006001,0.011102,2.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765197107698_auto,mirror_reversal,FP,auto:obvious,5463.0,0.001021,0.48956,5.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765224685675_auto,mirror_reversal,FP,auto:obvious,5467.0,0.000741,0.022112,3.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765197739648_auto,mirror_reversal,FP,auto:obvious,5469.0,0.001148,0.010894,3.0,,,,"2026-02-17 23:00:08"
mirror_reversal_1765234672372_auto,mirror_reversal,FP,auto:obvious,5513.0,2.2e-05,0.011016,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765241541210_auto,mirror_reversal,FP,auto:obvious,5561.0,0.000181,0.563783,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765253417092_auto,mirror_reversal,FP,auto:obvious,5570.0,0.000503,0.011051,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765189135480_auto,mirror_reversal,FP,auto:obvious,5582.0,0.001453,0.010869,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765244145167_auto,mirror_reversal,FP,auto:obvious,5629.0,0.001711,0.476757,5.0,,,,"2026-02-17 23:00:14"
mirror_reversal_1765254543754_auto,mirror_reversal,FP,auto:obvious,5630.0,0.000942,0.011064,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765214685325_auto,mirror_reversal,FP,auto:obvious,5650.0,0.001423,0.311525,2.0,,,,"2026-02-17 23:00:11"
mirror_reversal_1765183526634_auto,mirror_reversal,FP,auto:obvious,5676.0,0.000995,0.010893,1.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765247339361_auto,mirror_reversal,FP,auto:obvious,5685.0,0.001014,0.011074,3.0,,,,"2026-02-17 23:00:14"
mirror_reversal_1765254461174_auto,mirror_reversal,FP,auto:obvious,5686.0,0.000922,0.276594,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765252436030_auto,mirror_reversal,FP,auto:obvious,5692.0,0.0,0.011067,4.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765222560637_auto,mirror_reversal,FP,auto:obvious,5707.0,0.005964,0.01108,5.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765254407026_auto,mirror_reversal,FP,auto:obvious,5714.0,0.001291,0.011064,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765249303492_auto,mirror_reversal,FP,auto:obvious,5715.0,0.001202,0.011099,3.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765181583856_auto,mirror_reversal,FP,auto:obvious,5719.0,0.0,0.010925,4.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765254497815_auto,mirror_reversal,FP,auto:obvious,5725.0,0.000565,0.011064,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765208620247_auto,mirror_reversal,FP,auto:obvious,5741.0,0.000111,0.981075,4.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765208620247_auto,mirror_reversal,FP,auto:obvious,5741.0,0.000111,0.958777,3.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765208620247_auto,mirror_reversal,FP,auto:obvious,5741.0,0.000156,0.958779,5.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765208620247_auto,mirror_reversal,FP,auto:obvious,5741.0,0.000156,0.936481,4.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765208620247_auto,mirror_reversal,FP,auto:obvious,5741.0,0.000111,0.914185,5.0,,,,"2026-02-17 23:00:10"
mirror_reversal_1765225971212_auto,mirror_reversal,FP,auto:obvious,5759.0,9.0e-05,0.585801,5.0,,,,"2026-02-17 23:00:12"
mirror_reversal_1765254506835_auto,mirror_reversal,FP,auto:obvious,5760.0,0.000942,0.011064,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765232136077_auto,mirror_reversal,FP,auto:obvious,5780.0,9.1e-05,0.769278,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765254462961_auto,mirror_reversal,FP,auto:obvious,5802.0,0.001107,0.254466,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765185504076_auto,mirror_reversal,FP,auto:obvious,5823.0,0.001032,0.010872,5.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765230722639_auto,mirror_reversal,FP,auto:obvious,5838.0,0.0,0.010957,3.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765195043715_auto,mirror_reversal,FP,auto:obvious,5839.0,0.002299,0.097856,4.0,,,,"2026-02-17 23:00:07"
mirror_reversal_1765254499494_auto,mirror_reversal,FP,auto:obvious,5858.0,0.000942,0.011064,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765201175731_auto,mirror_reversal,FP,auto:obvious,5872.0,0.001622,0.021844,4.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765201175731_auto,mirror_reversal,FP,auto:obvious,5872.0,0.001667,0.043687,5.0,,,,"2026-02-17 23:00:09"
mirror_reversal_1765181555918_auto,mirror_reversal,FP,auto:obvious,5878.0,0.0,0.109211,4.0,,,,"2026-02-17 23:00:04"
mirror_reversal_1765254541925_auto,mirror_reversal,FP,auto:obvious,5884.0,0.00113,0.011064,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765233698674_auto,mirror_reversal,FP,auto:obvious,5895.0,0.004535,0.25316,4.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765233698674_auto,mirror_reversal,FP,auto:obvious,5905.0,0.004557,0.231146,5.0,,,,"2026-02-17 23:00:13"
mirror_reversal_1765189264067_auto,mirror_reversal,FP,auto:obvious,5907.0,0.001022,0.010867,4.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765190915909_auto,mirror_reversal,FP,auto:obvious,5917.0,0.0,0.455577,3.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765190915909_auto,mirror_reversal,FP,auto:obvious,5917.0,0.000915,0.553198,2.0,,,,"2026-02-17 23:00:06"
mirror_reversal_1765256088855_auto,mirror_reversal,FP,auto:obvious,5934.0,0.001044,0.011121,5.0,,,,"2026-02-17 23:00:16"
mirror_reversal_1765249616999_auto,mirror_reversal,FP,auto:obvious,5936.0,0.007618,0.011104,5.0,,,,"2026-02-17 23:00:15"
mirror_reversal_1765183367252_auto,mirror_reversal,FP,auto:obvious,5938.0,0.001041,0.010899,2.0,,,,"2026-02-17 23:00:05"
mirror_reversal_1765251456731_auto,mirror_reversal,FP,auto:obvious,5949.0,0.002977,0.011084,5.0,,,,"2026-02-17 23:00:15"
