event_id,timestamp_iso_utc,timestamp_ms,day,detector,pair_id,auto_label,confidence,reason,delta_ms,amount_gap_pct,price_diff_bps,trades_apart,window_seconds,imbalance_ratio,notional_usd,price_move_bps,is_partial_window,price_range_bps,amount_missing,reason_mentions_amount,amount_claimed_but_missing,reason_mentions_same_price,same_price_claim_but_large_diff,is_dup_key,review_verdict,review_notes
1768463244622_mirror_reversal_49376_49380,2026-01-15T07:47:24.622000+00:00,1768463244622,Jan-1-31,mirror_reversal,49376_49380,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.0912,0.020701,4.0,,,,,,,False,True,False,False,False,False,,
1767362256386_mirror_reversal_133384_133388,2026-01-02T13:57:36.386000+00:00,1767362256386,Jan-1-31,mirror_reversal,133384_133388,TP,0.95,Ultra-fast (7ms) + similar amount = wash,7.0,0.0,0.0,4.0,,,,,,,False,True,False,False,False,False,,
1767770621793_mirror_reversal_29808_29812,2026-01-07T07:23:41.793000+00:00,1767770621793,Jan-1-31,mirror_reversal,29808_29812,TP,0.85,Under 2.9s (1200ms) = wash (user-learned),1200.0,0.0,0.010777,4.0,,,,,,,False,False,False,False,False,False,,
1769191206139_mirror_reversal_192334_192337,2026-01-23T18:00:06.139000+00:00,1769191206139,Jan-1-31,mirror_reversal,192334_192337,TP,0.95,Ultra-fast (13ms) + similar amount = wash,13.0,0.6052,0.011038,3.0,,,,,,,False,True,False,False,False,False,,
1767858989881_mirror_reversal_58037_58038,2026-01-08T07:56:29.881000+00:00,1767858989881,Jan-1-31,mirror_reversal,58037_58038,TP,0.95,Ultra-fast (0ms) + similar amount = wash,0.0,0.009,0.507893,1.0,,,,,,,False,True,False,False,False,False,,
1767947056082_mirror_reversal_42666_42669,2026-01-09T08:24:16.082000+00:00,1767947056082,Jan-1-31,mirror_reversal,42666_42669,TP,0.95,Ultra-fast (10ms) + similar amount = wash,10.0,0.0,0.242168,3.0,,,,,,,False,True,False,False,False,False,,
1769800995197_mirror_reversal_283501_283505,2026-01-30T19:23:15.197000+00:00,1769800995197,Jan-1-31,mirror_reversal,283501_283505,TP,0.95,Ultra-fast (81ms) + similar amount = wash,81.0,0.0,0.011844,4.0,,,,,,,False,True,False,False,False,False,,
1768566985069_mirror_reversal_82595_82596,2026-01-16T12:36:25.069000+00:00,1768566985069,Jan-1-31,mirror_reversal,82595_82596,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.2006,0.010477,1.0,,,,,,,False,True,False,False,False,False,,
1768493972784_mirror_reversal_204982_204983,2026-01-15T16:19:32.784000+00:00,1768493972784,Jan-1-31,mirror_reversal,204982_204983,TP,0.85,Under 2.9s (144ms) = wash (user-learned),144.0,0.0,0.010378,1.0,,,,,,,False,False,False,False,False,False,,
1769797842942_mirror_reversal_259633_259636,2026-01-30T18:30:42.942000+00:00,1769797842942,Jan-1-31,mirror_reversal,259633_259636,TP,0.95,Ultra-fast (9ms) + similar amount = wash,9.0,0.0,0.885073,3.0,,,,,,,False,True,False,False,False,False,,
1768787482443_mirror_reversal_203164_203168,2026-01-19T01:51:22.443000+00:00,1768787482443,Jan-1-31,mirror_reversal,203164_203168,TP,0.85,Under 2.9s (1088ms) = wash (user-learned),1088.0,0.0018,0.0,4.0,,,,,,,False,False,False,False,False,False,,
1768537892713_mirror_reversal_394674_394676,2026-01-16T04:31:32.713000+00:00,1768537892713,Jan-1-31,mirror_reversal,394674_394676,TP,0.95,Ultra-fast (11ms) + similar amount = wash,11.0,0.0,0.010481,2.0,,,,,,,False,True,False,False,False,False,,
1767326067125_mirror_reversal_186077_186081,2026-01-02T03:54:27.125000+00:00,1767326067125,Jan-1-31,mirror_reversal,186077_186081,TP,0.95,Ultra-fast (6ms) + similar amount = wash,6.0,0.0,0.0,4.0,,,,,,,False,True,False,False,False,False,,
1768613125066_mirror_reversal_271664_271665,2026-01-17T01:25:25.066000+00:00,1768613125066,Jan-1-31,mirror_reversal,271664_271665,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.2007,0.010472,1.0,,,,,,,False,True,False,False,False,False,,
1767958506458_mirror_reversal_93044_93049,2026-01-09T11:35:06.458000+00:00,1767958506458,Jan-1-31,mirror_reversal,93044_93049,TP,0.85,Under 2.9s (367ms) = wash (user-learned),367.0,0.0,0.011042,5.0,,,,,,,False,False,False,False,False,False,,
1767709908441_mirror_reversal_136878_136883,2026-01-06T14:31:48.441000+00:00,1767709908441,Jan-1-31,mirror_reversal,136878_136883,TP,0.85,Under 2.9s (388ms) = wash (user-learned),388.0,0.0,0.04246,5.0,,,,,,,False,False,False,False,False,False,,
1767367671992_mirror_reversal_169553_169557,2026-01-02T15:27:51.992000+00:00,1767367671992,Jan-1-31,mirror_reversal,169553_169557,TP,0.95,Ultra-fast (9ms) + similar amount = wash,9.0,0.0,0.089792,4.0,,,,,,,False,True,False,False,False,False,,
1767359242643_mirror_reversal_120533_120537,2026-01-02T13:07:22.643000+00:00,1767359242643,Jan-1-31,mirror_reversal,120533_120537,TP,0.95,Ultra-fast (6ms) + similar amount = wash,6.0,0.0,0.011176,4.0,,,,,,,False,True,False,False,False,False,,
1768430402750_mirror_reversal_361187_361191,2026-01-14T22:40:02.750000+00:00,1768430402750,Jan-1-31,mirror_reversal,361187_361191,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.319354,4.0,,,,,,,False,True,False,False,False,False,,
1769360406904_mirror_reversal_103615_103617,2026-01-25T17:00:06.904000+00:00,1769360406904,Jan-1-31,mirror_reversal,103615_103617,TP,0.85,Under 2.9s (700ms) = wash (user-learned),700.0,0.0062,0.011349,2.0,,,,,,,False,False,False,False,False,False,,
1768412675464_mirror_reversal_248141_248142,2026-01-14T17:44:35.464000+00:00,1768412675464,Jan-1-31,mirror_reversal,248141_248142,TP,0.95,Ultra-fast (3ms) + similar amount = wash,3.0,0.0018,0.0,1.0,,,,,,,False,True,False,False,False,False,,
1767944181184_mirror_reversal_28032_28035,2026-01-09T07:36:21.184000+00:00,1767944181184,Jan-1-31,mirror_reversal,28032_28035,TP,0.95,Ultra-fast (88ms) + similar amount = wash,88.0,0.0,0.230848,3.0,,,,,,,False,True,False,False,False,False,,
1769835907273_mirror_reversal_955_957,2026-01-31T05:05:07.273000+00:00,1769835907273,Jan-1-31,mirror_reversal,955_957,TP,0.95,Ultra-fast (51ms) + similar amount = wash,51.0,0.0027,0.333498,2.0,,,,,,,False,True,False,False,False,False,,
1769798296952_mirror_reversal_263145_263146,2026-01-30T18:38:16.952000+00:00,1769798296952,Jan-1-31,mirror_reversal,263145_263146,TP,0.95,Ultra-fast (14ms) + similar amount = wash,14.0,0.0,0.5458,1.0,,,,,,,False,True,False,False,False,False,,
1769912272706_mirror_reversal_397451_397454,2026-02-01T02:17:52.706000+00:00,1769912272706,Jan-1-31,mirror_reversal,397451_397454,TP,0.85,Under 2.9s (2146ms) = wash (user-learned),2146.0,0.0025,0.228431,3.0,,,,,,,False,False,False,False,False,False,,
1768199002563_mirror_reversal_15523_15524,2026-01-12T06:23:22.563000+00:00,1768199002563,Jan-1-31,mirror_reversal,15523_15524,TP,0.95,Ultra-fast (7ms) + similar amount = wash,7.0,0.0018,0.0,1.0,,,,,,,False,True,False,False,False,False,,
1768115461672_mirror_reversal_12383_12387,2026-01-11T07:11:01.672000+00:00,1768115461672,Jan-1-31,mirror_reversal,12383_12387,TP,0.85,Under 2.9s (366ms) = wash (user-learned),366.0,0.0037,0.022054,4.0,,,,,,,False,False,False,False,False,False,,
1767830318947_mirror_reversal_336956_336959,2026-01-07T23:58:38.947000+00:00,1767830318947,Jan-1-31,mirror_reversal,336956_336959,TP,0.85,Under 2.9s (2017ms) = wash (user-learned),2017.0,0.1008,0.010942,3.0,,,,,,,False,False,False,False,False,False,,
1769444721743_mirror_reversal_132795_132797,2026-01-26T16:25:21.743000+00:00,1769444721743,Jan-1-31,mirror_reversal,132795_132797,TP,0.85,Under 2.9s (375ms) = wash (user-learned),375.0,0.0152,0.091093,2.0,,,,,,,False,False,False,False,False,False,,
1768302286445_mirror_reversal_100410_100412,2026-01-13T11:04:46.445000+00:00,1768302286445,Jan-1-31,mirror_reversal,100410_100412,TP,0.85,Under 2.9s (2034ms) = wash (user-learned),2034.0,0.0891,0.010863,2.0,,,,,,,False,False,False,False,False,False,,
1769484404270_mirror_reversal_254615_254618,2026-01-27T03:26:44.270000+00:00,1769484404270,Jan-1-31,mirror_reversal,254615_254618,TP,0.85,Under 2.9s (2469ms) = wash (user-learned),2469.0,0.0986,0.011271,3.0,,,,,,,False,False,False,False,False,False,,
1767263585636_mirror_reversal_28214_28215,2026-01-01T10:33:05.636000+00:00,1767263585636,Jan-1-31,mirror_reversal,28214_28215,TP,0.85,Under 2.9s (534ms) = wash (user-learned),534.0,0.0,0.011384,1.0,,,,,,,False,False,False,False,False,False,,
1767369440434_mirror_reversal_182163_182166,2026-01-02T15:57:20.434000+00:00,1767369440434,Jan-1-31,mirror_reversal,182163_182166,TP,0.95,Ultra-fast (6ms) + similar amount = wash,6.0,0.0,0.0,3.0,,,,,,,False,True,False,False,False,False,,
1768618885162_mirror_reversal_284403_284404,2026-01-17T03:01:25.162000+00:00,1768618885162,Jan-1-31,mirror_reversal,284403_284404,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.2004,0.010487,1.0,,,,,,,False,True,False,False,False,False,,
1768186903687_mirror_reversal_220606_220607,2026-01-12T03:01:43.687000+00:00,1768186903687,Jan-1-31,mirror_reversal,220606_220607,TP,0.85,Under 2.9s (2160ms) = wash (user-learned),2160.0,0.0971,0.010841,1.0,,,,,,,False,False,False,False,False,False,,
1767365685289_mirror_reversal_155256_155259,2026-01-02T14:54:45.289000+00:00,1767365685289,Jan-1-31,mirror_reversal,155256_155259,TP,0.95,Ultra-fast (7ms) + similar amount = wash,7.0,0.0,0.635479,3.0,,,,,,,False,True,False,False,False,False,,
1768426802325_mirror_reversal_342982_342987,2026-01-14T21:40:02.325000+00:00,1768426802325,Jan-1-31,mirror_reversal,342982_342987,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.245777,5.0,,,,,,,False,True,False,False,False,False,,
1768452400969_mirror_reversal_470726_470729,2026-01-15T04:46:40.969000+00:00,1768452400969,Jan-1-31,mirror_reversal,470726_470729,TP,0.85,Under 2.9s (2533ms) = wash (user-learned),2533.0,0.0,0.010391,3.0,,,,,,,False,False,False,False,False,False,,
1768038553939_mirror_reversal_43982_43986,2026-01-10T09:49:13.939000+00:00,1768038553939,Jan-1-31,mirror_reversal,43982_43986,TP,0.85,Under 2.9s (186ms) = wash (user-learned),186.0,0.0144,0.033059,4.0,,,,,,,False,False,False,False,False,False,,
1769681447432_mirror_reversal_53499_53503,2026-01-29T10:10:47.432000+00:00,1769681447432,Jan-1-31,mirror_reversal,53499_53503,TP,0.95,Ultra-fast (54ms) + similar amount = wash,54.0,0.0,0.64794,4.0,,,,,,,False,True,False,False,False,False,,
1768480225158_mirror_reversal_121693_121697,2026-01-15T12:30:25.158000+00:00,1768480225158,Jan-1-31,mirror_reversal,121693_121697,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.041391,4.0,,,,,,,False,True,False,False,False,False,,
1767709657786_mirror_reversal_135379_135380,2026-01-06T14:27:37.786000+00:00,1767709657786,Jan-1-31,mirror_reversal,135379_135380,TP,0.85,Under 2.9s (1047ms) = wash (user-learned),1047.0,0.0,0.010602,1.0,,,,,,,False,False,False,False,False,False,,
1767342635589_mirror_reversal_40830_40835,2026-01-02T08:30:35.589000+00:00,1767342635589,Jan-1-31,mirror_reversal,40830_40835,TP,0.95,Ultra-fast (3ms) + similar amount = wash,3.0,0.0,0.067387,5.0,,,,,,,False,True,False,False,False,False,,
1768416231333_mirror_reversal_275011_275014,2026-01-14T18:43:51.333000+00:00,1768416231333,Jan-1-31,mirror_reversal,275011_275014,TP,0.95,Ultra-fast (6ms) + similar amount = wash,6.0,0.0,0.290327,3.0,,,,,,,False,True,False,False,False,False,,
1767998247915_mirror_reversal_207640_207644,2026-01-09T22:37:27.915000+00:00,1767998247915,Jan-1-31,mirror_reversal,207640_207644,TP,0.95,Ultra-fast (43ms) + similar amount = wash,43.0,0.2344,0.011036,4.0,,,,,,,False,True,False,False,False,False,,
1768223650135_mirror_reversal_128601_128604,2026-01-12T13:14:10.135000+00:00,1768223650135,Jan-1-31,mirror_reversal,128601_128604,TP,0.85,Under 2.9s (932ms) = wash (user-learned),932.0,0.0324,0.011045,3.0,,,,,,,False,False,False,False,False,False,,
1768843751179_mirror_reversal_192463_192465,2026-01-19T17:29:11.179000+00:00,1768843751179,Jan-1-31,mirror_reversal,192463_192465,TP,0.85,Under 2.9s (768ms) = wash (user-learned),768.0,0.5463,0.010719,2.0,,,,,,,False,False,False,False,False,False,,
1767357577140_mirror_reversal_114227_114228,2026-01-02T12:39:37.140000+00:00,1767357577140,Jan-1-31,mirror_reversal,114227_114228,TP,0.95,Ultra-fast (3ms) + similar amount = wash,3.0,0.0,0.558612,1.0,,,,,,,False,True,False,False,False,False,,
1767709381879_mirror_reversal_133295_133299,2026-01-06T14:23:01.879000+00:00,1767709381879,Jan-1-31,mirror_reversal,133295_133299,TP,0.95,Ultra-fast (82ms) + similar amount = wash,82.0,0.0144,0.021195,4.0,,,,,,,False,True,False,False,False,False,,
1768904582479_mirror_reversal_117774_117778,2026-01-20T10:23:02.479000+00:00,1768904582479,Jan-1-31,mirror_reversal,117774_117778,TP,0.85,Under 2.9s (1196ms) = wash (user-learned),1196.0,0.0907,0.274045,4.0,,,,,,,False,False,False,False,False,False,,
1767764460173_mirror_reversal_9073_9076,2026-01-07T05:41:00.173000+00:00,1767764460173,Jan-1-31,mirror_reversal,9073_9076,TP,0.95,Ultra-fast (8ms) + similar amount = wash,8.0,0.0,0.28007,3.0,,,,,,,False,True,False,False,False,False,,
1767344177147_mirror_reversal_47278_47283,2026-01-02T08:56:17.147000+00:00,1767344177147,Jan-1-31,mirror_reversal,47278_47283,TP,0.95,Ultra-fast (40ms) + similar amount = wash,40.0,0.0,0.011222,5.0,,,,,,,False,True,False,False,False,False,,
1768808636043_mirror_reversal_43932_43934,2026-01-19T07:43:56.043000+00:00,1768808636043,Jan-1-31,mirror_reversal,43932_43934,TP,0.85,Under 2.9s (211ms) = wash (user-learned),211.0,0.0693,0.010789,2.0,,,,,,,False,False,False,False,False,False,,
1768454761342_mirror_reversal_7597_7599,2026-01-15T05:26:01.342000+00:00,1768454761342,Jan-1-31,mirror_reversal,7597_7599,TP,0.85,Under 2.9s (278ms) = wash (user-learned),278.0,0.0,0.010381,2.0,,,,,,,False,False,False,False,False,False,,
1769297768620_mirror_reversal_102640_102641,2026-01-24T23:36:08.620000+00:00,1769297768620,Jan-1-31,mirror_reversal,102640_102641,TP,0.85,Under 2.9s (772ms) = wash (user-learned),772.0,0.1869,0.011191,1.0,,,,,,,False,False,False,False,False,False,,
1767261627782_mirror_reversal_26075_26078,2026-01-01T10:00:27.782000+00:00,1767261627782,Jan-1-31,mirror_reversal,26075_26078,TP,0.85,Under 2.9s (515ms) = wash (user-learned),515.0,0.7998,0.011379,3.0,,,,,,,False,False,False,False,False,False,,
1768750395819_mirror_reversal_76917_76920,2026-01-18T15:33:15.819000+00:00,1768750395819,Jan-1-31,mirror_reversal,76917_76920,TP,0.85,Under 2.9s (144ms) = wash (user-learned),144.0,0.0153,0.0,3.0,,,,,,,False,False,False,False,False,False,,
1768415414900_mirror_reversal_268765_268769,2026-01-14T18:30:14.900000+00:00,1768415414900,Jan-1-31,mirror_reversal,268765_268769,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.010298,4.0,,,,,,,False,True,False,False,False,False,,
1769145625167_mirror_reversal_3373_3374,2026-01-23T05:20:25.167000+00:00,1769145625167,Jan-1-31,mirror_reversal,3373_3374,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.2359,0.011131,1.0,,,,,,,False,True,False,False,False,False,,
1767343985659_mirror_reversal_46257_46261,2026-01-02T08:53:05.659000+00:00,1767343985659,Jan-1-31,mirror_reversal,46257_46261,TP,0.95,Ultra-fast (48ms) + similar amount = wash,48.0,0.0,0.022438,4.0,,,,,,,False,True,False,False,False,False,,
1767344659402_mirror_reversal_49689_49691,2026-01-02T09:04:19.402000+00:00,1767344659402,Jan-1-31,mirror_reversal,49689_49691,TP,0.85,Under 2.9s (2292ms) = wash (user-learned),2292.0,0.0,0.011218,2.0,,,,,,,False,False,False,False,False,False,,
1768338552263_mirror_reversal_314907_314910,2026-01-13T21:09:12.263000+00:00,1768338552263,Jan-1-31,mirror_reversal,314907_314910,TP,0.85,Under 2.9s (1999ms) = wash (user-learned),1999.0,0.0,0.010587,3.0,,,,,,,False,False,False,False,False,False,,
1768773614034_mirror_reversal_125532_125536,2026-01-18T22:00:14.034000+00:00,1768773614034,Jan-1-31,mirror_reversal,125532_125536,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.188618,4.0,,,,,,,False,True,False,False,False,False,,
1769190413689_mirror_reversal_187572_187574,2026-01-23T17:46:53.689000+00:00,1769190413689,Jan-1-31,mirror_reversal,187572_187574,TP,0.85,Under 2.9s (2160ms) = wash (user-learned),2160.0,0.3817,0.319114,2.0,,,,,,,False,False,False,False,False,False,,
1768143228349_mirror_reversal_67034_67039,2026-01-11T14:53:48.349000+00:00,1768143228349,Jan-1-31,mirror_reversal,67034_67039,TP,0.85,Under 2.9s (104ms) = wash (user-learned),104.0,0.0342,0.043945,5.0,,,,,,,False,False,False,False,False,False,,
1768463364639_mirror_reversal_50109_50113,2026-01-15T07:49:24.639000+00:00,1768463364639,Jan-1-31,mirror_reversal,50109_50113,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.124223,4.0,,,,,,,False,True,False,False,False,False,,
1767761981981_mirror_reversal_428267_428272,2026-01-07T04:59:41.981000+00:00,1767761981981,Jan-1-31,mirror_reversal,428267_428272,TP,0.85,Under 2.9s (697ms) = wash (user-learned),697.0,0.0,0.118695,5.0,,,,,,,False,False,False,False,False,False,,
1769368353717_mirror_reversal_137610_137612,2026-01-25T19:12:33.717000+00:00,1769368353717,Jan-1-31,mirror_reversal,137610_137612,TP,0.85,Under 2.9s (222ms) = wash (user-learned),222.0,0.0121,0.411994,2.0,,,,,,,False,False,False,False,False,False,,
1768463364588_mirror_reversal_50098_50100,2026-01-15T07:49:24.588000+00:00,1768463364588,Jan-1-31,mirror_reversal,50098_50100,TP,0.95,Ultra-fast (11ms) + similar amount = wash,11.0,0.0,0.24844,2.0,,,,,,,False,True,False,False,False,False,,
1768796109221_mirror_reversal_239785_239789,2026-01-19T04:15:09.221000+00:00,1768796109221,Jan-1-31,mirror_reversal,239785_239789,TP,0.95,Ultra-fast (15ms) + similar amount = wash,15.0,0.0896,0.010798,4.0,,,,,,,False,True,False,False,False,False,,
1768468103688_mirror_reversal_71693_71695,2026-01-15T09:08:23.688000+00:00,1768468103688,Jan-1-31,mirror_reversal,71693_71695,TP,0.85,Under 2.9s (1529ms) = wash (user-learned),1529.0,0.0108,0.0,2.0,,,,,,,False,False,False,False,False,False,,
1767582994333_mirror_reversal_290695_290699,2026-01-05T03:16:34.333000+00:00,1767582994333,Jan-1-31,mirror_reversal,290695_290699,TP,0.85,Under 2.9s (509ms) = wash (user-learned),509.0,0.03,0.043014,4.0,,,,,,,False,False,False,False,False,False,,
1768312732752_mirror_reversal_141530_141533,2026-01-13T13:58:52.752000+00:00,1768312732752,Jan-1-31,mirror_reversal,141530_141533,TP,0.95,Ultra-fast (43ms) + similar amount = wash,43.0,0.0,0.010862,3.0,,,,,,,False,True,False,False,False,False,,
1768145152915_mirror_reversal_75277_75279,2026-01-11T15:25:52.915000+00:00,1768145152915,Jan-1-31,mirror_reversal,75277_75279,TP,0.95,Ultra-fast (19ms) + similar amount = wash,19.0,0.0,0.087913,2.0,,,,,,,False,True,False,False,False,False,,
1769505829566_mirror_reversal_41018_41022,2026-01-27T09:23:49.566000+00:00,1769505829566,Jan-1-31,mirror_reversal,41018_41022,TP,0.85,Under 2.9s (2639ms) = wash (user-learned),2639.0,0.1036,0.01136,4.0,,,,,,,False,False,False,False,False,False,,
1768914557182_mirror_reversal_152685_152688,2026-01-20T13:09:17.182000+00:00,1768914557182,Jan-1-31,mirror_reversal,152685_152688,TP,0.85,Under 2.9s (277ms) = wash (user-learned),277.0,0.4587,0.010985,3.0,,,,,,,False,False,False,False,False,False,,
1768188614963_mirror_reversal_229379_229383,2026-01-12T03:30:14.963000+00:00,1768188614963,Jan-1-31,mirror_reversal,229379_229383,TP,0.85,Under 2.9s (823ms) = wash (user-learned),823.0,0.0,0.216354,4.0,,,,,,,False,False,False,False,False,False,,
1769857744471_mirror_reversal_75509_75511,2026-01-31T11:09:04.471000+00:00,1769857744471,Jan-1-31,mirror_reversal,75509_75511,TP,0.95,Ultra-fast (20ms) + similar amount = wash,20.0,0.0,0.024082,2.0,,,,,,,False,True,False,False,False,False,,
1768318575079_mirror_reversal_182943_182946,2026-01-13T15:36:15.079000+00:00,1768318575079,Jan-1-31,mirror_reversal,182943_182946,TP,0.95,Ultra-fast (9ms) + similar amount = wash,9.0,0.0,0.301404,3.0,,,,,,,False,True,False,False,False,False,,
1768017928383_mirror_reversal_247984_247987,2026-01-10T04:05:28.383000+00:00,1768017928383,Jan-1-31,mirror_reversal,247984_247987,TP,0.7,"Gap zone (2997ms) - closer to TP boundary, labeled wash",2997.0,0.8786,0.011038,3.0,,,,,,,False,False,False,False,False,False,,
1767743605072_mirror_reversal_342212_342213,2026-01-06T23:53:25.072000+00:00,1767743605072,Jan-1-31,mirror_reversal,342212_342213,TP,0.95,Ultra-fast (3ms) + similar amount = wash,3.0,0.0311,0.010673,1.0,,,,,,,False,True,False,False,False,False,,
1767759186830_mirror_reversal_417901_417906,2026-01-07T04:13:06.830000+00:00,1767759186830,Jan-1-31,mirror_reversal,417901_417906,TP,0.95,Ultra-fast (11ms) + similar amount = wash,11.0,0.0,0.010781,5.0,,,,,,,False,True,False,False,False,False,,
1767357369287_mirror_reversal_113005_113009,2026-01-02T12:36:09.287000+00:00,1767357369287,Jan-1-31,mirror_reversal,113005_113009,TP,0.95,Ultra-fast (8ms) + similar amount = wash,8.0,0.0,0.044701,4.0,,,,,,,False,True,False,False,False,False,,
1769812680186_mirror_reversal_351095_351099,2026-01-30T22:38:00.186000+00:00,1769812680186,Jan-1-31,mirror_reversal,351095_351099,TP,0.95,Ultra-fast (8ms) + similar amount = wash,8.0,0.0168,0.071423,4.0,,,,,,,False,True,False,False,False,False,,
1767887807708_mirror_reversal_213289_213290,2026-01-08T15:56:47.708000+00:00,1767887807708,Jan-1-31,mirror_reversal,213289_213290,TP,0.85,Under 2.9s (318ms) = wash (user-learned),318.0,0.1385,0.0,1.0,,,,,,,False,False,False,False,False,False,,
1767979285081_mirror_reversal_118604_118605,2026-01-09T17:21:25.081000+00:00,1767979285081,Jan-1-31,mirror_reversal,118604_118605,TP,0.95,Ultra-fast (1ms) + similar amount = wash,1.0,0.0312,0.010979,1.0,,,,,,,False,True,False,False,False,False,,
1768420636246_mirror_reversal_305005_305007,2026-01-14T19:57:16.246000+00:00,1768420636246,Jan-1-31,mirror_reversal,305005_305007,TP,0.95,Ultra-fast (12ms) + similar amount = wash,12.0,0.0,0.0,2.0,,,,,,,False,True,False,False,False,False,,
1768465383659_mirror_reversal_61003_61004,2026-01-15T08:23:03.659000+00:00,1768465383659,Jan-1-31,mirror_reversal,61003_61004,TP,0.85,Under 2.9s (110ms) = wash (user-learned),110.0,0.0,0.010355,1.0,,,,,,,False,False,False,False,False,False,,
1768709965168_mirror_reversal_175671_175672,2026-01-18T04:19:25.168000+00:00,1768709965168,Jan-1-31,mirror_reversal,175671_175672,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.1999,0.010512,1.0,,,,,,,False,True,False,False,False,False,,
1769899621336_mirror_reversal_324334_324338,2026-01-31T22:47:01.336000+00:00,1769899621336,Jan-1-31,mirror_reversal,324334_324338,TP,0.95,Ultra-fast (8ms) + similar amount = wash,8.0,0.0,0.358909,4.0,,,,,,,False,True,False,False,False,False,,
1768894647411_mirror_reversal_61059_61064,2026-01-20T07:37:27.411000+00:00,1768894647411,Jan-1-31,mirror_reversal,61059_61064,TP,0.85,Under 2.9s (582ms) = wash (user-learned),582.0,0.0018,0.010968,5.0,,,,,,,False,False,False,False,False,False,,
1768481179378_mirror_reversal_125003_125008,2026-01-15T12:46:19.378000+00:00,1768481179378,Jan-1-31,mirror_reversal,125003_125008,TP,0.95,Ultra-fast (32ms) + similar amount = wash,32.0,0.0,0.0,5.0,,,,,,,False,True,False,False,False,False,,
1768730125072_mirror_reversal_35272_35273,2026-01-18T09:55:25.072000+00:00,1768730125072,Jan-1-31,mirror_reversal,35272_35273,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.2003,0.010495,1.0,,,,,,,False,True,False,False,False,False,,
1769905950842_mirror_reversal_363873_363875,2026-02-01T00:32:30.842000+00:00,1769905950842,Jan-1-31,mirror_reversal,363873_363875,TP,0.85,Under 2.9s (979ms) = wash (user-learned),979.0,0.2897,0.164545,2.0,,,,,,,False,False,False,False,False,False,,
1769580038227_mirror_reversal_9042_9047,2026-01-28T06:00:38.227000+00:00,1769580038227,Jan-1-31,mirror_reversal,9042_9047,TP,0.85,Under 2.9s (1155ms) = wash (user-learned),1155.0,0.2903,0.033633,5.0,,,,,,,False,False,False,False,False,False,,
1768337389591_mirror_reversal_307259_307261,2026-01-13T20:49:49.591000+00:00,1768337389591,Jan-1-31,mirror_reversal,307259_307261,TP,0.95,Ultra-fast (4ms) + similar amount = wash,4.0,0.0018,0.010611,2.0,,,,,,,False,True,False,False,False,False,,
1767369945508_mirror_reversal_185725_185727,2026-01-02T16:05:45.508000+00:00,1767369945508,Jan-1-31,mirror_reversal,185725_185727,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.0,0.100887,2.0,,,,,,,False,True,False,False,False,False,,
1767629317576_mirror_reversal_184422_184426,2026-01-05T16:08:37.576000+00:00,1767629317576,Jan-1-31,mirror_reversal,184422_184426,TP,0.85,Under 2.9s (753ms) = wash (user-learned),753.0,0.8301,0.031977,4.0,,,,,,,False,False,False,False,False,False,,
1768189192394_mirror_reversal_233135_233137,2026-01-12T03:39:52.394000+00:00,1768189192394,Jan-1-31,mirror_reversal,233135_233137,TP,0.85,Under 2.9s (1662ms) = wash (user-learned),1662.0,0.34,0.010854,2.0,,,,,,,False,False,False,False,False,False,,
1768507503802_mirror_reversal_289678_289680,2026-01-15T20:05:03.802000+00:00,1768507503802,Jan-1-31,mirror_reversal,289678_289680,TP,0.95,Ultra-fast (10ms) + similar amount = wash,10.0,0.0,0.250917,2.0,,,,,,,False,True,False,False,False,False,,
1767551305184_mirror_reversal_156168_156169,2026-01-04T18:28:25.184000+00:00,1767551305184,Jan-1-31,mirror_reversal,156168_156169,TP,0.95,Ultra-fast (2ms) + similar amount = wash,2.0,0.124,0.010968,1.0,,,,,,,False,True,False,False,False,False,,
1769368636119_mirror_reversal_138706_138711,2026-01-25T19:17:16.119000+00:00,1769368636119,Jan-1-31,mirror_reversal,138706_138711,TP,0.85,Under 2.9s (475ms) = wash (user-learned),475.0,0.8825,0.596088,5.0,,,,,,,False,False,False,False,False,False,,
1769102177783_mirror_reversal_199597_199600,2026-01-22T17:16:17.783000+00:00,1769102177783,Jan-1-31,mirror_reversal,199597_199600,TP,0.85,Under 2.9s (1526ms) = wash (user-learned),1526.0,0.6809,0.313564,3.0,,,,,,,False,False,False,False,False,False,,
